area_sqft,bedrooms,bathrooms,locality,house_age_years,year_built,floor_number,building_type,parking_spaces,has_garden,price_inr
2771.0,1.0,3.0,Chowkidinghee,22.0,2003.0,2.0,Independent,2.0,1.0,9275105
1927.626994445101,4.0,1.0,Milan Nagar,14.0,2004.983730252299,0.0,Independent,0.0,0.305407644065791,7534988
1486.0,3.0,1.9917482022869268,Boiragimoth,37.0,1988.0,2.0,Independent,1.0,0.0,4487181
2899.0,2.497630893153281,3.0,Naliapool,15.0,2010.0,3.0,Independent,2.0,1.0,8124429
674.0,2.0,3.0,Chowkidinghee,5.0,2020.0,1.0,Independent,2.0,0.0,2568567
1256.0,2.0,2.0,Milan Nagar,34.0,1991.0,1.0,Duplex,0.0,0.0,3635062
711.0,2.0,1.0,Milan Nagar,1.0,2024.0,2.0,Apartment,2.0,0.0,2473591
2569.0,3.0,2.0,Boiragimoth,7.0,2018.0,1.0,Independent,2.0,0.0,9284131
2212.0,3.0,2.0,Chowkidinghee,27.0,1998.0,1.0,Apartment,0.0,0.0,7792973
2054.0,3.0,2.0,Boiragimoth,10.0,2015.0,1.0,Apartment,2.0,1.0,7340869
2899.0,4.0,1.0,Naliapool,11.0,2014.0,0.0,Apartment,0.0,1.0,9081716
2866.0,1.0,2.0,Milan Nagar,25.0,2000.0,3.0,Apartment,,0.0,8091807
1344.0,2.0,1.0,Chowkidinghee,25.0,2000.0,1.0,Apartment,0.0,0.0,4444025
3057.0,4.0,2.0,Khalihamari,7.0,2018.0,1.0,Independent,0.0,0.0,10583731
1023.0,4.0,1.0,Khalihamari,32.0,1993.0,0.0,Duplex,0.0,1.0,3092488
2129.0,4.0,3.0,Milan Nagar,8.0,2017.0,3.0,Independent,0.0,0.0,7969324
2965.0,4.0,1.0,Chowkidinghee,1.0,2024.0,2.0,Independent,0.0,0.0,12264464
1644.0,4.0,3.0,Mancotta Road,33.0,1992.0,0.0,Duplex,1.0,0.305407644065791,5760531
1511.0,2.0,2.0,Boiragimoth,16.0,2009.0,1.0,Apartment,1.0,1.0,4999922
2881.0,1.0,1.0,Khalihamari,29.0,1996.0,2.0,Independent,0.0,0.0,7292574
945.0,2.497630893153281,2.0,Chowkidinghee,17.0,2008.0,3.0,Duplex,0.0,1.0,3413558
738.0,2.0,3.0,Boiragimoth,12.0,2013.0,0.0,Independent,0.0,0.0,2503240
3041.0,2.0,1.0,Khalihamari,30.0,1995.0,0.0,Independent,2.0,0.0,8132624
1927.626994445101,4.0,1.0,Khalihamari,40.0,1985.0,1.4930276530371072,Apartment,1.0,0.0,8475479
2552.0,2.497630893153281,2.0,Milan Nagar,24.0,2001.0,0.0,Duplex,0.0,0.0,8061173
1352.0,1.0,3.0,Milan Nagar,28.0,1997.0,1.4930276530371072,Apartment,2.0,0.0,4009647
791.0,4.0,2.0,Mancotta Road,36.0,1989.0,2.0,Independent,2.0,1.0,2658022
2355.0,2.0,1.0,Mancotta Road,10.0,2015.0,2.0,Apartment,0.0,0.0,8051148
2879.0,3.0,3.0,Milan Nagar,25.0,2000.0,0.0,Apartment,0.0,0.0,8442085
929.0,2.0,2.0,Naliapool,16.0,2009.0,2.0,Independent,0.0,0.0,2517993
3039.0,2.497630893153281,3.0,Chowkidinghee,40.0,1985.0,2.0,Apartment,2.0,0.0,10273892
3056.0,2.0,3.0,Mancotta Road,11.0,2014.0,0.0,Independent,0.0,0.0,11027188
2184.0,1.0,3.0,Chowkidinghee,2.0,2023.0,0.0,Duplex,2.0,1.0,8194487
1022.0,2.0,2.0,Khalihamari,35.0,1990.0,3.0,Duplex,0.0,1.0,2705265
1167.0,1.0,2.0,Mancotta Road,0.0,2025.0,0.0,Apartment,1.0,0.0,4147949
3036.0,2.0,1.9917482022869268,Khalihamari,40.0,1985.0,2.0,Independent,0.0,1.0,8077816
1878.0,3.0,1.0,Khalihamari,10.0,2015.0,3.0,Apartment,2.0,0.0,5858729
1291.0,1.0,3.0,Chowkidinghee,5.0,2020.0,2.0,Duplex,0.0,0.305407644065791,4756475
1240.0,3.0,1.0,Naliapool,16.0,2009.0,2.0,Independent,0.0,1.0,3629257
2917.0,4.0,1.0,Milan Nagar,33.0,1992.0,0.0,Independent,0.0,0.0,8349631
1983.0,3.0,3.0,Milan Nagar,40.0,1985.0,0.0,Apartment,,1.0,5902368
1870.0,2.0,3.0,Chowkidinghee,37.0,1988.0,1.0,Independent,1.0,0.0,6054596
2670.0,4.0,1.0,Khalihamari,25.0,2000.0,3.0,Independent,1.0,0.305407644065791,8119220
2356.0,4.0,1.0,Chowkidinghee,19.96409590173615,2020.0,2.0,Independent,1.0,0.0,9500321
881.0,3.0,1.0,Boiragimoth,18.0,2007.0,2.0,Independent,1.0,0.305407644065791,2877266
1927.626994445101,1.0,1.0,Mancotta Road,12.0,2013.0,2.0,Independent,0.0,0.0,2336950
1503.0,1.0,2.0,Milan Nagar,29.0,1996.0,2.0,Apartment,2.0,1.0,3886730
2726.0,3.0,2.0,Chowkidinghee,9.0,2016.0,0.0,Independent,1.0,0.0,10508744
3107.0,2.497630893153281,3.0,Boiragimoth,21.0,2004.0,1.0,Independent,0.0,1.0,11211533
1687.0,4.0,1.0,Chowkidinghee,19.96409590173615,2017.0,2.0,Duplex,0.0,0.0,6752325
3193.0,3.0,1.0,Boiragimoth,19.96409590173615,1995.0,0.0,Independent,0.0,0.0,9855156
3036.0,4.0,1.0,Milan Nagar,13.0,2012.0,1.0,Apartment,2.0,0.0,9340508
1031.0,2.0,1.0,Milan Nagar,38.0,1987.0,1.0,Independent,2.0,0.0,2724633
1211.0,3.0,1.9917482022869268,Boiragimoth,29.0,1996.0,2.0,Apartment,2.0,0.0,3834391
1194.0,2.0,1.0,Boiragimoth,1.0,2024.0,2.0,Duplex,2.0,0.0,4107231
3096.0,1.0,3.0,Boiragimoth,15.0,2010.0,1.4930276530371072,Duplex,2.0,0.0,9869714
1258.0,2.0,1.0,Khalihamari,35.0,1990.0,1.4930276530371072,Independent,1.0,0.0,3346111
1927.626994445101,2.497630893153281,2.0,Khalihamari,24.0,2001.0,0.0,Duplex,2.0,1.0,8716461
727.0,1.0,1.0,Chowkidinghee,18.0,2007.0,2.0,Independent,1.0,0.0,2391686
2733.0,2.0,2.0,Mancotta Road,23.0,2002.0,0.0,Duplex,1.0,0.0,8908574
2267.0,1.0,2.0,Chowkidinghee,30.0,1995.0,3.0,Duplex,1.0,0.0,7132017
1550.0,1.0,3.0,Khalihamari,26.0,1999.0,2.0,Duplex,2.0,1.0,4276704
1972.0,4.0,3.0,Mancotta Road,7.0,2018.0,2.0,Duplex,0.0,0.0,8059481
2779.0,4.0,1.9917482022869268,Milan Nagar,7.0,2018.0,0.0,Independent,1.0,0.0,9690152
2640.0,3.0,1.0,Mancotta Road,4.0,2021.0,0.0,Duplex,1.0,0.0,9730140
3140.0,1.0,2.0,Boiragimoth,39.0,1986.0,1.0,Independent,0.0,1.0,8530110
1088.0,3.0,1.0,Milan Nagar,40.0,1985.0,2.0,Duplex,2.0,0.0,3085826
2789.0,4.0,2.0,Mancotta Road,32.0,1993.0,0.0,Duplex,0.0,0.0,9643935
1147.0,3.0,2.0,Chowkidinghee,2.0,2023.0,1.4930276530371072,Duplex,2.0,0.0,4561571
2801.0,3.0,3.0,Mancotta Road,36.0,2004.983730252299,2.0,Apartment,,0.0,9139477
3014.0,4.0,1.0,Mancotta Road,5.0,2020.0,0.0,Independent,0.0,0.305407644065791,11698930
2725.0,1.0,1.0,Mancotta Road,27.0,1998.0,2.0,Independent,0.0,0.0,8092620
2972.0,3.0,1.0,Milan Nagar,36.0,1989.0,0.0,Apartment,0.0,0.0,8400730
2425.0,2.497630893153281,1.0,Chowkidinghee,4.0,2021.0,0.0,Independent,1.0,1.0,8933258
2219.0,2.0,3.0,Naliapool,27.0,1998.0,3.0,Apartment,1.0,0.0,6122171
2341.0,1.0,3.0,Milan Nagar,34.0,1991.0,1.0,Apartment,0.0,0.0,6420739
2061.0,4.0,3.0,Naliapool,12.0,2013.0,0.0,Duplex,,0.0,6744115
1180.0,1.0,2.0,Khalihamari,2.0,2023.0,1.4930276530371072,Duplex,0.0,0.0,3635423
1577.0,4.0,3.0,Khalihamari,20.0,2005.0,1.0,Apartment,0.0,0.0,5274740
2910.0,4.0,2.0,Chowkidinghee,2.0,2023.0,2.0,Apartment,1.0,1.0,12331394
1980.0,2.0,1.0,Milan Nagar,12.0,2013.0,2.0,Independent,1.0,1.0,6132692
2828.0,1.0,1.0,Naliapool,13.0,2012.0,0.0,Apartment,0.0,1.0,7576546
1772.0,1.0,1.9917482022869268,Naliapool,11.0,2014.0,0.0,Apartment,2.0,0.0,5087258
3103.0,1.0,1.0,Naliapool,21.0,2004.0,1.0,Independent,0.0,0.0,7986439
1920.0,2.0,1.0,Mancotta Road,35.0,1990.0,0.0,Independent,1.0,1.0,5633090
1029.0,4.0,1.0,Milan Nagar,2.0,2023.0,3.0,Independent,1.0,0.0,3784898
1558.0,4.0,1.0,Khalihamari,10.0,2015.0,0.0,Apartment,0.0,0.0,5052140
782.0,4.0,3.0,Khalihamari,10.0,2015.0,1.0,Apartment,0.0,1.0,2751132
1514.0,3.0,1.0,Chowkidinghee,40.0,1985.0,2.0,Independent,0.0,0.0,4748844
2552.0,2.0,3.0,Chowkidinghee,1.0,2024.0,2.0,Independent,2.0,1.0,10100819
1207.0,1.0,1.0,Chowkidinghee,7.0,2018.0,3.0,Apartment,2.0,0.0,4183571
2869.0,1.0,3.0,Boiragimoth,19.0,2006.0,1.0,Apartment,0.0,0.0,8902761
3060.0,1.0,2.0,Naliapool,27.0,1998.0,1.0,Duplex,2.0,0.0,7749860
1155.0,3.0,1.0,Milan Nagar,27.0,1998.0,1.0,Apartment,2.0,0.0,3461496
1711.0,2.0,3.0,Milan Nagar,6.0,2019.0,1.0,Independent,1.0,1.0,5815854
793.0,3.0,1.0,Boiragimoth,16.0,2009.0,1.4930276530371072,Duplex,0.0,0.0,2715550
987.0,2.0,3.0,Khalihamari,17.0,2008.0,0.0,Independent,0.0,1.0,2953214
1891.0,2.0,2.0,Mancotta Road,32.0,1993.0,0.0,Duplex,,1.0,5884498
1388.0,1.0,2.0,Mancotta Road,19.96409590173615,2001.0,0.0,Independent,1.0,0.0,4217719
2677.0,1.0,3.0,Chowkidinghee,37.0,1988.0,3.0,Apartment,0.0,0.0,8189067
1060.0,2.0,2.0,Chowkidinghee,4.0,2021.0,2.0,Independent,,0.305407644065791,4019928
1123.0,1.0,2.0,Khalihamari,10.0,2015.0,2.0,Apartment,1.0,1.0,3316931
2344.0,1.0,2.0,Mancotta Road,0.0,2025.0,1.0,Apartment,0.0,0.0,8236287
1365.0,4.0,1.9917482022869268,Khalihamari,13.0,2004.983730252299,1.0,Duplex,,0.0,4621689
1927.626994445101,4.0,2.0,Milan Nagar,9.0,2016.0,0.0,Independent,0.0,0.0,3238068
2077.0,2.0,3.0,Milan Nagar,6.0,2019.0,2.0,Duplex,2.0,0.0,7053778
879.0,4.0,2.0,Boiragimoth,30.0,1995.0,2.0,Apartment,2.0,0.0,2946637
1205.0,1.0,3.0,Milan Nagar,20.0,2005.0,1.0,Duplex,2.0,1.0,3628378
1927.626994445101,1.0,1.0,Milan Nagar,21.0,2004.0,3.0,Duplex,0.0,0.0,2862263
675.0,3.0,2.0,Chowkidinghee,5.0,2020.0,3.0,Duplex,2.0,0.0,2670961
2156.0,2.0,2.0,Chowkidinghee,39.0,2004.983730252299,0.0,Duplex,1.0,0.0,6636570
2839.0,4.0,1.0,Naliapool,16.0,2009.0,3.0,Independent,1.0,0.0,8594435
1213.0,2.0,2.0,Milan Nagar,14.0,2011.0,3.0,Independent,2.0,0.0,3897634
1636.0,4.0,2.0,Mancotta Road,22.0,2003.0,1.4930276530371072,Apartment,2.0,1.0,6014613
2274.0,3.0,2.0,Mancotta Road,25.0,2000.0,2.0,Independent,1.0,1.0,7747046
3189.0,2.0,3.0,Milan Nagar,25.0,2000.0,2.0,Apartment,2.0,0.0,9821392
1452.0,1.0,1.9917482022869268,Mancotta Road,15.0,2010.0,1.0,Duplex,,0.0,4609865
1786.0,4.0,2.0,Boiragimoth,24.0,2001.0,0.0,Independent,2.0,1.0,6079886
1772.0,1.0,1.0,Chowkidinghee,29.0,1996.0,0.0,Duplex,0.0,1.0,5401221
1713.0,3.0,1.0,Mancotta Road,5.0,2020.0,1.0,Independent,0.0,0.0,6278095
3084.0,3.0,2.0,Chowkidinghee,3.0,2022.0,3.0,Duplex,2.0,0.0,12260945
1327.0,3.0,2.0,Khalihamari,19.96409590173615,2021.0,1.4930276530371072,Independent,,0.0,4398826
1017.0,2.0,2.0,Naliapool,30.0,1995.0,1.0,Duplex,2.0,0.0,2683473
1959.0,1.0,3.0,Milan Nagar,32.0,1993.0,0.0,Duplex,1.0,0.0,4906475
1903.0,3.0,2.0,Mancotta Road,17.0,2008.0,2.0,Duplex,1.0,0.0,6860273
1733.0,4.0,1.0,Milan Nagar,3.0,2022.0,2.0,Independent,0.0,1.0,6123871
1968.0,2.0,1.0,Boiragimoth,35.0,1990.0,0.0,Apartment,1.0,0.0,5664451
1527.0,4.0,3.0,Mancotta Road,24.0,2001.0,1.0,Duplex,1.0,1.0,5648417
3086.0,2.0,3.0,Mancotta Road,2.0,2023.0,0.0,Independent,2.0,0.0,11684561
2310.0,4.0,2.0,Boiragimoth,2.0,2023.0,2.0,Duplex,1.0,0.0,8918131
1165.0,2.497630893153281,3.0,Milan Nagar,29.0,1996.0,1.4930276530371072,Apartment,2.0,0.0,3881739
691.0,1.0,3.0,Mancotta Road,3.0,2022.0,1.0,Apartment,1.0,1.0,2473118
2959.0,2.0,3.0,Khalihamari,24.0,2001.0,0.0,Independent,0.0,1.0,8723283
2044.0,2.0,3.0,Khalihamari,2.0,2023.0,1.4930276530371072,Apartment,,1.0,6801381
1464.0,4.0,2.0,Mancotta Road,6.0,2019.0,1.0,Independent,2.0,0.0,5783707
3000.0,2.497630893153281,3.0,Chowkidinghee,18.0,2007.0,3.0,Independent,1.0,0.305407644065791,11346102
660.0,3.0,3.0,Boiragimoth,25.0,2000.0,0.0,Independent,0.0,1.0,2089876
2817.0,3.0,1.9917482022869268,Milan Nagar,23.0,2002.0,1.4930276530371072,Independent,0.0,0.0,8849800
1326.0,2.0,1.0,Naliapool,26.0,1999.0,1.4930276530371072,Apartment,0.0,1.0,3456763
1544.0,4.0,3.0,Chowkidinghee,28.0,1997.0,0.0,Duplex,1.0,0.0,5830249
1927.626994445101,1.0,3.0,Boiragimoth,21.0,2004.0,1.4930276530371072,Independent,0.0,0.0,3948519
1788.0,2.0,3.0,Naliapool,19.96409590173615,1998.0,3.0,Apartment,0.0,0.0,4891885
2995.0,1.0,1.0,Milan Nagar,0.0,2025.0,2.0,Independent,2.0,1.0,9342361
1927.626994445101,2.0,1.0,Chowkidinghee,23.0,2002.0,0.0,Independent,1.0,0.0,2365272
1927.626994445101,2.0,2.0,Naliapool,14.0,2011.0,2.0,Apartment,2.0,1.0,8085041
2337.0,3.0,1.0,Chowkidinghee,29.0,1996.0,1.0,Duplex,2.0,0.0,7826205
2602.0,1.0,2.0,Khalihamari,24.0,2001.0,0.0,Independent,0.0,0.305407644065791,7087164
1624.0,1.0,3.0,Chowkidinghee,29.0,1996.0,0.0,Duplex,1.0,0.0,5242310
1510.0,2.0,1.0,Milan Nagar,19.0,2006.0,1.0,Independent,0.0,0.305407644065791,4950500
2685.0,3.0,2.0,Boiragimoth,25.0,2000.0,3.0,Duplex,1.0,0.0,8770547
1554.0,2.0,2.0,Naliapool,7.0,2018.0,0.0,Duplex,0.0,0.305407644065791,4657879
3043.0,3.0,3.0,Milan Nagar,11.0,2014.0,2.0,Apartment,2.0,1.0,10632129
1927.626994445101,2.497630893153281,3.0,Boiragimoth,22.0,2003.0,1.0,Independent,0.0,0.0,3874602
2726.0,4.0,2.0,Boiragimoth,27.0,1998.0,1.0,Apartment,0.0,1.0,9227589
1927.626994445101,1.0,3.0,Khalihamari,0.0,2025.0,3.0,Duplex,2.0,0.0,8551709
1429.0,2.497630893153281,1.0,Mancotta Road,34.0,1991.0,1.0,Independent,2.0,0.0,4744173
1503.0,3.0,2.0,Boiragimoth,19.96409590173615,1997.0,3.0,Apartment,0.0,1.0,4935683
1652.0,3.0,3.0,Naliapool,13.0,2012.0,2.0,Apartment,1.0,0.0,5108597
2004.0,1.0,2.0,Milan Nagar,0.0,2025.0,2.0,Apartment,0.0,1.0,7119819
1323.0,4.0,1.0,Milan Nagar,28.0,1997.0,3.0,Apartment,,0.0,4145238
1230.0,3.0,2.0,Naliapool,26.0,1999.0,3.0,Independent,1.0,1.0,3428919
1826.0,2.0,3.0,Naliapool,2.0,2023.0,2.0,Independent,1.0,0.0,5802221
2851.0,2.0,2.0,Chowkidinghee,12.0,2013.0,3.0,Duplex,2.0,1.0,10399052
2469.0,4.0,1.0,Naliapool,30.0,1995.0,3.0,Independent,,0.0,6940251
3037.0,4.0,3.0,Mancotta Road,19.0,2006.0,0.0,Duplex,2.0,0.0,11579168
706.0,3.0,3.0,Milan Nagar,27.0,1998.0,2.0,Independent,0.0,1.0,2492441
1556.0,1.0,2.0,Milan Nagar,33.0,1992.0,3.0,Duplex,0.0,1.0,4523452
994.0,2.0,2.0,Khalihamari,4.0,2021.0,0.0,Independent,1.0,0.305407644065791,3161480
2731.0,2.0,3.0,Boiragimoth,0.0,2025.0,0.0,Apartment,1.0,1.0,9952930
1612.0,2.0,2.0,Milan Nagar,18.0,2007.0,0.0,Apartment,0.0,0.0,5013822
3079.0,2.0,3.0,Milan Nagar,8.0,2017.0,1.0,Independent,2.0,0.0,10398205
2621.0,4.0,1.0,Chowkidinghee,7.0,2018.0,1.0,Duplex,0.0,1.0,10480654
1927.626994445101,4.0,3.0,Mancotta Road,38.0,1987.0,0.0,Independent,0.0,0.0,6478082
2286.0,1.0,2.0,Naliapool,29.0,1996.0,2.0,Duplex,1.0,0.0,5747100
1443.0,2.0,1.0,Khalihamari,36.0,1989.0,2.0,Apartment,0.0,0.0,3773721
1993.0,2.0,2.0,Chowkidinghee,34.0,1991.0,2.0,Duplex,2.0,1.0,6389315
2366.0,1.0,2.0,Khalihamari,15.0,2010.0,2.0,Duplex,2.0,0.0,6807649
2480.0,3.0,1.0,Chowkidinghee,22.0,2003.0,0.0,Independent,2.0,0.0,8778057
2246.0,1.0,3.0,Chowkidinghee,19.96409590173615,2024.0,0.0,Independent,0.0,0.0,8421576
2472.0,1.0,3.0,Khalihamari,33.0,1992.0,1.0,Duplex,2.0,0.0,6563664
1927.626994445101,4.0,1.9917482022869268,Boiragimoth,32.0,1993.0,0.0,Apartment,2.0,0.0,9135060
2883.0,1.0,2.0,Naliapool,36.0,1989.0,3.0,Apartment,1.0,1.0,7009332
1288.0,2.0,1.0,Mancotta Road,14.0,2011.0,2.0,Independent,2.0,0.0,4311765
1927.626994445101,1.0,1.9917482022869268,Boiragimoth,19.96409590173615,1997.0,1.0,Independent,1.0,0.0,9097728
1927.626994445101,4.0,2.0,Khalihamari,12.0,2013.0,1.0,Duplex,2.0,0.0,9877142
2203.0,1.0,3.0,Milan Nagar,37.0,1988.0,2.0,Apartment,2.0,0.0,5914780
2044.0,4.0,1.0,Khalihamari,0.0,2025.0,3.0,Apartment,0.0,0.0,7184044
1163.0,2.0,2.0,Khalihamari,24.0,2001.0,2.0,Duplex,1.0,0.0,3315139
1832.0,2.0,1.0,Milan Nagar,19.0,2006.0,3.0,Apartment,2.0,0.0,5425643
718.0,2.0,3.0,Khalihamari,31.0,1994.0,3.0,Apartment,,0.0,2015689
2871.0,3.0,3.0,Naliapool,33.0,1992.0,2.0,Independent,0.0,0.305407644065791,8002124
3037.0,4.0,3.0,Boiragimoth,27.0,1998.0,1.0,Duplex,1.0,0.0,10486934
817.0,3.0,3.0,Khalihamari,1.0,2024.0,1.0,Independent,,0.0,2883819
3064.0,2.0,2.0,Chowkidinghee,17.0,2008.0,1.4930276530371072,Duplex,1.0,0.0,10871086
1765.0,3.0,1.9917482022869268,Mancotta Road,24.0,2001.0,0.0,Duplex,1.0,0.0,6303227
1378.0,2.0,2.0,Mancotta Road,5.0,2020.0,3.0,Independent,0.0,0.0,5013926
1754.0,3.0,3.0,Milan Nagar,4.0,2021.0,2.0,Duplex,2.0,0.0,6946937
850.0,4.0,3.0,Mancotta Road,34.0,1991.0,1.0,Apartment,0.0,0.0,2976640
1243.0,1.0,1.0,Mancotta Road,27.0,1998.0,0.0,Independent,2.0,1.0,3580096
2007.0,2.0,1.9917482022869268,Milan Nagar,19.96409590173615,1989.0,3.0,Duplex,,0.0,5467445
2542.0,1.0,1.0,Naliapool,30.0,1995.0,1.4930276530371072,Independent,1.0,0.0,6202528
1581.0,3.0,2.0,Mancotta Road,10.0,2015.0,0.0,Duplex,2.0,0.0,5913635
656.0,2.0,1.9917482022869268,Milan Nagar,6.0,2019.0,3.0,Apartment,0.0,0.305407644065791,2004612
1615.0,1.0,1.0,Chowkidinghee,21.0,2004.0,0.0,Apartment,1.0,1.0,5097164
1370.0,1.0,1.0,Boiragimoth,34.0,1991.0,1.0,Duplex,,0.0,3686246
2207.0,4.0,2.0,Khalihamari,4.0,2021.0,1.0,Independent,1.0,0.0,7710043
1347.0,1.0,3.0,Milan Nagar,17.0,2008.0,3.0,Independent,0.0,0.0,4120432
969.0,1.0,3.0,Boiragimoth,1.0,2024.0,1.0,Independent,1.0,0.0,3315467
2463.0,1.0,1.0,Milan Nagar,34.0,1991.0,0.0,Independent,1.0,0.0,6532629
1580.0,2.0,3.0,Khalihamari,37.0,1988.0,3.0,Duplex,1.0,0.0,4312335
1677.0,1.0,3.0,Milan Nagar,36.0,1989.0,3.0,Independent,0.0,0.0,4587154
796.0,2.0,3.0,Khalihamari,9.0,2016.0,3.0,Apartment,0.0,1.0,2513448
2502.0,1.0,1.0,Khalihamari,19.96409590173615,1994.0,0.0,Independent,2.0,0.305407644065791,6406643
1253.0,4.0,2.0,Milan Nagar,16.0,2009.0,2.0,Duplex,2.0,0.0,4341243
1929.0,4.0,3.0,Milan Nagar,37.0,1988.0,2.0,Duplex,2.0,0.0,6113175
1705.0,2.497630893153281,3.0,Milan Nagar,6.0,2019.0,3.0,Duplex,2.0,0.0,6337215
1178.0,4.0,1.9917482022869268,Boiragimoth,28.0,1997.0,0.0,Duplex,0.0,0.0,3853251
1765.0,1.0,3.0,Boiragimoth,18.0,2007.0,2.0,Duplex,0.0,0.0,5683443
1927.626994445101,3.0,2.0,Mancotta Road,23.0,2002.0,1.4930276530371072,Apartment,0.0,0.0,2621089
2814.0,3.0,3.0,Milan Nagar,36.0,1989.0,1.0,Apartment,,0.0,8103103
2709.0,4.0,3.0,Boiragimoth,17.0,2008.0,2.0,Independent,0.0,0.0,9959281
2742.0,3.0,1.0,Boiragimoth,21.0,2004.0,3.0,Independent,1.0,1.0,8823699
2087.0,4.0,1.0,Boiragimoth,30.0,1995.0,0.0,Apartment,1.0,1.0,6766588
2977.0,4.0,1.9917482022869268,Khalihamari,12.0,2013.0,2.0,Duplex,,0.0,9693258
2157.0,2.497630893153281,1.0,Mancotta Road,26.0,1999.0,0.0,Duplex,2.0,1.0,7088116
1677.0,3.0,2.0,Khalihamari,36.0,1989.0,2.0,Apartment,0.0,0.0,4746426
1311.0,2.0,1.9917482022869268,Chowkidinghee,39.0,1986.0,0.0,Independent,0.0,1.0,4202315
939.0,2.0,1.0,Milan Nagar,14.0,2011.0,1.0,Independent,2.0,0.0,2946998
1565.0,4.0,2.0,Mancotta Road,26.0,1999.0,2.0,Apartment,1.0,1.0,5553939
2051.0,4.0,2.0,Khalihamari,19.96409590173615,2004.983730252299,1.0,Independent,2.0,1.0,6880402
1927.626994445101,2.0,1.0,Milan Nagar,23.0,2002.0,1.0,Apartment,1.0,0.0,7817988
3129.0,4.0,3.0,Milan Nagar,11.0,2014.0,1.0,Apartment,0.0,0.305407644065791,12426198
1492.0,2.0,2.0,Boiragimoth,40.0,1985.0,3.0,Independent,0.0,0.0,4208481
1927.626994445101,4.0,1.0,Mancotta Road,36.0,1989.0,1.4930276530371072,Apartment,1.0,0.0,7950521
1422.0,3.0,3.0,Mancotta Road,36.0,2004.983730252299,2.0,Independent,1.0,0.0,4620304
2122.0,2.0,3.0,Chowkidinghee,19.96409590173615,2004.983730252299,0.0,Duplex,1.0,0.0,7929669
759.0,4.0,3.0,Khalihamari,29.0,2004.983730252299,1.4930276530371072,Apartment,1.0,0.0,2414125
1899.0,1.0,1.0,Khalihamari,4.0,2004.983730252299,1.0,Independent,2.0,0.0,5572960
845.0,2.0,2.0,Naliapool,6.0,2019.0,2.0,Duplex,0.0,1.0,2520815
2458.0,3.0,3.0,Naliapool,15.0,2010.0,1.4930276530371072,Independent,2.0,1.0,7625274
850.0,3.0,2.0,Khalihamari,21.0,2004.0,1.0,Independent,1.0,0.0,2617243
1295.0,2.0,2.0,Milan Nagar,5.0,2020.0,0.0,Duplex,1.0,0.0,4672443
3130.0,2.0,3.0,Milan Nagar,13.0,2012.0,3.0,Apartment,2.0,0.305407644065791,11235249
1597.0,2.0,1.0,Khalihamari,37.0,1988.0,0.0,Independent,0.0,0.0,4062413
1591.0,3.0,3.0,Mancotta Road,38.0,1987.0,2.0,Duplex,2.0,0.0,5127068
1042.0,3.0,1.0,Mancotta Road,14.0,2011.0,2.0,Independent,0.0,0.0,3735222
3067.0,2.0,1.0,Khalihamari,24.0,2001.0,1.0,Apartment,1.0,1.0,8461233
2124.0,1.0,1.9917482022869268,Boiragimoth,19.96409590173615,2011.0,1.0,Duplex,2.0,1.0,6789712
2852.0,4.0,3.0,Khalihamari,6.0,2019.0,2.0,Apartment,1.0,0.0,10162452
1008.0,1.0,2.0,Naliapool,40.0,1985.0,2.0,Apartment,2.0,0.0,2411057
1594.0,3.0,1.9917482022869268,Milan Nagar,31.0,1994.0,0.0,Duplex,2.0,0.0,4797486
1062.0,1.0,1.0,Naliapool,26.0,1999.0,0.0,Independent,1.0,0.0,2633916
1884.0,2.497630893153281,2.0,Milan Nagar,2.0,2023.0,3.0,Independent,1.0,0.0,6045530
2777.0,4.0,3.0,Boiragimoth,37.0,1988.0,0.0,Duplex,2.0,0.0,9163244
2539.0,4.0,1.9917482022869268,Khalihamari,39.0,1986.0,2.0,Duplex,1.0,0.0,7577764
2483.0,4.0,2.0,Naliapool,19.0,2006.0,0.0,Duplex,0.0,0.0,7672514
2005.0,3.0,1.0,Milan Nagar,19.96409590173615,2016.0,1.0,Apartment,2.0,0.0,6277930
909.0,1.0,3.0,Chowkidinghee,19.96409590173615,2020.0,2.0,Apartment,0.0,0.0,3321791
2987.0,2.0,3.0,Khalihamari,11.0,2014.0,0.0,Independent,1.0,0.0,9467470
2290.0,2.0,2.0,Mancotta Road,15.0,2010.0,0.0,Apartment,0.0,1.0,7914596
1544.0,2.0,1.0,Mancotta Road,35.0,1990.0,3.0,Apartment,0.0,1.0,4657759
3112.0,4.0,3.0,Chowkidinghee,4.0,2021.0,3.0,Independent,0.0,0.0,13377619
1444.0,1.0,2.0,Milan Nagar,38.0,1987.0,1.0,Apartment,2.0,0.0,3848023
3055.0,2.0,2.0,Khalihamari,6.0,2019.0,3.0,Independent,2.0,1.0,9618937
1551.0,2.497630893153281,1.0,Khalihamari,39.0,1986.0,3.0,Independent,2.0,1.0,4254321
1927.626994445101,1.0,1.0,Milan Nagar,27.0,1998.0,2.0,Independent,0.0,0.0,3316184
1381.0,4.0,1.0,Khalihamari,9.0,2016.0,0.0,Independent,1.0,0.0,4494092
2450.0,1.0,3.0,Mancotta Road,37.0,1988.0,0.0,Apartment,0.0,0.0,7352270
1859.0,1.0,2.0,Milan Nagar,33.0,1992.0,2.0,Independent,0.0,1.0,4977177
